user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
D4994_C39_H1_Bin_797	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__SOKP01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__SOKP01;s__	taxonomic classification fully defined by topology	N/A	N/A	37.43	11	0.92884	N/A
D4994_C39_H1_Bin_803	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Njordarchaeaceae;g__Njordarchaeum;s__Njordarchaeum guaymaensis	GCA_030587605.2	95.0	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Njordarchaeaceae;g__Njordarchaeum;s__Njordarchaeum guaymaensis	96.73	0.679	GCA_030587605.2	95.0	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Njordarchaeaceae;g__Njordarchaeum;s__Njordarchaeum guaymaensis	96.73	0.679	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Njordarchaeaceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	65.72	11	N/A	N/A
D4994_C39_H2_Bin_166	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__B65-G9;s__B65-G9 sp003662765	GCA_003662765.1	95.0	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__B65-G9;s__B65-G9 sp003662765	99.11	0.703	GCA_003662765.1	95.0	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__B65-G9;s__B65-G9 sp003662765	99.11	0.703	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__B65-G9;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	59.39	11	N/A	N/A
D4994_C39_H2_Bin_21	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Helarchaeales;f__HEL-GB-A;g__HEL-GB-A;s__HEL-GB-A sp005191415	GCA_005191415.1	95.0	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Helarchaeales;f__HEL-GB-A;g__HEL-GB-A;s__HEL-GB-A sp005191415	98.61	0.753	GCA_005191415.1	95.0	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Helarchaeales;f__HEL-GB-A;g__HEL-GB-A;s__HEL-GB-A sp005191415	98.61	0.753	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Helarchaeales;f__HEL-GB-A;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	72.58	11	N/A	N/A
D4994_C39_H2_Bin_222	d__Archaea;p__Asgardarchaeota;c__Baldrarchaeia;o__Baldrarchaeales;f__DXJG01;g__DXJG01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Baldrarchaeia;o__Baldrarchaeales;f__DXJG01;g__DXJG01;s__	taxonomic classification defined by topology and ANI	N/A	GCA_016840485.1, s__DXJG01 sp016840485, 95.0, 85.49, 0.165	53.08	11	0.93549	N/A
D4994_C39_H2_Bin_3_clean	d__Archaea;p__Asgardarchaeota;c__Jordiarchaeia;o__Jordiarchaeales;f__Freyrarchaeaceae;g__Freyrarchaeum;s__Freyrarchaeum sp029258835	GCA_029258835.1	95.0	d__Archaea;p__Asgardarchaeota;c__Jordiarchaeia;o__Jordiarchaeales;f__Freyrarchaeaceae;g__Freyrarchaeum;s__Freyrarchaeum sp029258835	98.55	0.681	GCA_029258835.1	95.0	d__Archaea;p__Asgardarchaeota;c__Jordiarchaeia;o__Jordiarchaeales;f__Freyrarchaeaceae;g__Freyrarchaeum;s__Freyrarchaeum sp029258835	98.55	0.681	d__Archaea;p__Asgardarchaeota;c__Jordiarchaeia;o__Jordiarchaeales;f__Freyrarchaeaceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	52.96	11	N/A	N/A
D4994_C39_H2_Bin_6_clean	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__JABLTI01;f__JABLTI01;g__JABLTI01;s__JABLTI01 sp019056785	GCA_019056785.1	95.0	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__JABLTI01;f__JABLTI01;g__JABLTI01;s__JABLTI01 sp019056785	97.8	0.728	GCA_019056785.1	95.0	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__JABLTI01;f__JABLTI01;g__JABLTI01;s__JABLTI01 sp019056785	97.8	0.728	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__JABLTI01;f__JABLTI01;g__JABLTI01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	48.97	11	N/A	Genome has more than 13.2% of markers with multiple hits
D4998_C1112_H1_Bin_177	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__SOKP01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__SOKP01;s__	taxonomic classification defined by topology and ANI	N/A	GCA_019894815.1, s__SOKP01 sp019894815, 95.0, 92.6, 0.59; GCA_030667705.1, s__SOKP01 sp030667705, 95.0, 91.5, 0.542; GCA_019894955.1, s__SOKP01 sp019894955, 95.0, 85.96, 0.288	84.22	11	0.98158	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
D4998_C1112_H1_Bin_241	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__JABLTI01;f__JABLTI01;g__JABLTI01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__JABLTI01;f__JABLTI01;g__JABLTI01;s__	taxonomic classification fully defined by topology	N/A	N/A	82.19	11	0.92248	N/A
D4998_C1112_H1_Bin_245	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__SOKP01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__SOKP01;s__	taxonomic classification fully defined by topology	N/A	N/A	64.14	11	0.92777	N/A
D4998_C1112_H1_Bin_25	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__MP8T-1;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__MP8T-1;s__	taxonomic classification defined by topology and ANI	N/A	GCA_018238205.1, s__MP8T-1 sp018238205, 95.0, 85.79, 0.212; GCA_030612005.1, s__MP8T-1 sp030612005, 95.0, 85.69, 0.177	62.27	11	0.963	N/A
D4998_C1112_H1_Bin_361	d__Archaea;p__Asgardarchaeota;c__Jordiarchaeia;o__Jordiarchaeales;f__Jordiarchaeaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Jordiarchaeia;o__Jordiarchaeales;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	47.3	11	0.80137	N/A
D4998_C1112_H1_Bin_369_clean	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	62.96	11	0.88451	N/A
D4998_C1112_H1_Bin_443	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__JAUWRB01;s__	N/A	N/A	N/A	N/A	N/A	GCA_030610785.1	95.0	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__JAUWRB01;s__JAUWRB01 sp030610785	93.25	0.619	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	87.7	11	0.97429	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
D4998_C1112_H1_Bin_477	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__JABLTI01;f__JABLTI01;g__JABLTI01;s__JABLTI01 sp019056785	GCA_019056785.1	95.0	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__JABLTI01;f__JABLTI01;g__JABLTI01;s__JABLTI01 sp019056785	98.76	0.904	GCA_019056785.1	95.0	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__JABLTI01;f__JABLTI01;g__JABLTI01;s__JABLTI01 sp019056785	98.76	0.904	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__JABLTI01;f__JABLTI01;g__JABLTI01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	85.2	11	N/A	N/A
D4998_C1112_H1_Bin_488	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Heimdallarchaeaceae;g__UBA460;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Heimdallarchaeaceae;g__UBA460;s__	taxonomic classification defined by topology and ANI	N/A	GCA_030668875.1, s__UBA460 sp030668875, 95.0, 86.82, 0.51; GCA_018238545.1, s__UBA460 sp018238545, 95.0, 86.75, 0.506; GCA_030611665.1, s__UBA460 sp030611665, 95.0, 86.68, 0.462; GCA_023705945.1, s__UBA460 sp023705945, 95.0, 86.58, 0.572; GCA_023705905.1, s__UBA460 sp023705905, 95.0, 85.44, 0.413	73.17	11	0.96348	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
D4998_C1112_H2_Bin_131_clean	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__MK-D1;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__MK-D1;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	49.24	11	0.86781	N/A
D4998_C1112_H2_Bin_190_clean	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__JALGVJ01;s__	N/A	N/A	N/A	N/A	N/A	GCA_029838195.1	95.0	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__JALGVJ01;s__JALGVJ01 sp029838195	89.61	0.433	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	74.82	11	0.97893	N/A
D4998_C1112_H2_Bin_232	d__Archaea;p__Asgardarchaeota;c__Baldrarchaeia;o__Baldrarchaeales;f__Baldrarchaeaceae;g__Baldrarchaeum;s__Baldrarchaeum yapensis	GCA_016840465.1	95.0	d__Archaea;p__Asgardarchaeota;c__Baldrarchaeia;o__Baldrarchaeales;f__Baldrarchaeaceae;g__Baldrarchaeum;s__Baldrarchaeum yapensis	99.86	0.978	GCA_016840465.1	95.0	d__Archaea;p__Asgardarchaeota;c__Baldrarchaeia;o__Baldrarchaeales;f__Baldrarchaeaceae;g__Baldrarchaeum;s__Baldrarchaeum yapensis	99.86	0.978	d__Archaea;p__Asgardarchaeota;c__Baldrarchaeia;o__Baldrarchaeales;f__;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	85.91	11	N/A	N/A
D4998_C1112_H2_Bin_233	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__B65-G9;s__B65-G9 sp003662765	GCA_003662765.1	95.0	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__B65-G9;s__B65-G9 sp003662765	95.88	0.761	GCA_003662765.1	95.0	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__B65-G9;s__B65-G9 sp003662765	95.88	0.761	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__B65-G9;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	76.0	11	N/A	N/A
D4998_C1112_H2_Bin_270	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Heimdallarchaeaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Heimdallarchaeaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	44.08	11	0.86106	N/A
D4998_C1112_H2_Bin_413	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__Sigynarchaeaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	82.14	11	0.74068	N/A
D4998_C1112_H2_Bin_434	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Njordarchaeaceae;g__Njordarchaeum;s__Njordarchaeum guaymaensis	GCA_030587605.2	95.0	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Njordarchaeaceae;g__Njordarchaeum;s__Njordarchaeum guaymaensis	96.82	0.727	GCA_030587605.2	95.0	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Njordarchaeaceae;g__Njordarchaeum;s__Njordarchaeum guaymaensis	96.82	0.727	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Njordarchaeaceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	54.43	11	N/A	N/A
D4998_C1112_H2_Bin_445	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__SOKP01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__SOKP01;s__	taxonomic classification fully defined by topology	N/A	N/A	76.82	11	0.9281	N/A
D4998_C1112_H2_Bin_450	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__SOKP01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__SOKP01;s__	taxonomic classification defined by topology and ANI	N/A	GCA_019894815.1, s__SOKP01 sp019894815, 95.0, 92.21, 0.491; GCA_030667705.1, s__SOKP01 sp030667705, 95.0, 91.57, 0.518; GCA_019894955.1, s__SOKP01 sp019894955, 95.0, 85.63, 0.246	61.29	11	0.98218	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
D4998_C1112_H2_Bin_516	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Njordarchaeaceae;g__JAHKLG01;s__JAHKLG01 sp029856625	GCA_029856625.1	95.0	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Njordarchaeaceae;g__JAHKLG01;s__JAHKLG01 sp029856625	98.94	0.886	GCA_029856625.1	95.0	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Njordarchaeaceae;g__JAHKLG01;s__JAHKLG01 sp029856625	98.94	0.886	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Njordarchaeaceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	76.92	11	N/A	N/A
D4998_C1112_H2_Bin_52	d__Archaea;p__Asgardarchaeota;c__Asgardarchaeia;o__Asgardarchaeales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__;o__;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	91.22	11	0.59152	N/A
D4998_C1112_H2_Bin_592_clean	d__Archaea;p__Asgardarchaeota;c__Baldrarchaeia;o__Baldrarchaeales;f__DXJG01;g__DXJG01;s__	N/A	N/A	N/A	N/A	N/A	GCA_021158895.1	95.0	d__Archaea;p__Asgardarchaeota;c__Baldrarchaeia;o__Baldrarchaeales;f__DXJG01;g__DXJG01;s__DXJG01 sp021158895	94.9	0.521	d__Archaea;p__Asgardarchaeota;c__Baldrarchaeia;o__Baldrarchaeales;f__DXJG01;g__DXJG01;s__	taxonomic classification defined by topology and ANI	N/A	GCA_016840485.1, s__DXJG01 sp016840485, 95.0, 92.63, 0.734	82.0	11	0.98305	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
D4998_C1112_H2_Bin_601	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__JABLTI01;f__JABLTI01;g__JABLTI01;s__JABLTI01 sp019056785	GCA_019056785.1	95.0	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__JABLTI01;f__JABLTI01;g__JABLTI01;s__JABLTI01 sp019056785	98.89	0.9	GCA_019056785.1	95.0	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__JABLTI01;f__JABLTI01;g__JABLTI01;s__JABLTI01 sp019056785	98.89	0.9	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__JABLTI01;f__JABLTI01;g__JABLTI01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	83.78	11	N/A	N/A
D4998_C1112_H2_Bin_606_clean	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__MP8T-1;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__MP8T-1;s__	taxonomic classification fully defined by topology	N/A	N/A	86.27	11	0.96308	N/A
D4998_C1112_H2_Bin_646	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Heimdallarchaeaceae;g__UBA460;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Heimdallarchaeaceae;g__UBA460;s__	taxonomic classification defined by topology and ANI	N/A	GCA_023705945.1, s__UBA460 sp023705945, 95.0, 86.64, 0.339; GCA_030611665.1, s__UBA460 sp030611665, 95.0, 85.4, 0.369; GCA_018238545.1, s__UBA460 sp018238545, 95.0, 85.23, 0.36; GCA_030668875.1, s__UBA460 sp030668875, 95.0, 84.93, 0.328; GCA_023705905.1, s__UBA460 sp023705905, 95.0, 84.64, 0.256	94.15	11	0.96296	N/A
D4998_C1112_H2_Bin_74	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__MP8T-1;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__MP8T-1;s__	taxonomic classification defined by topology and ANI	N/A	GCA_018238825.1, s__MP8T-1 sp018238825, 95.0, 90.81, 0.371; GCA_018238205.1, s__MP8T-1 sp018238205, 95.0, 90.6, 0.479; GCA_030612005.1, s__MP8T-1 sp030612005, 95.0, 90.08, 0.441	48.05	11	0.98863	N/A
D4998_C1112_H2_Bin_75	d__Archaea;p__Asgardarchaeota;c__Jordiarchaeia;o__Jordiarchaeales;f__Freyrarchaeaceae;g__Freyrarchaeum;s__Freyrarchaeum sp029258835	GCA_029258835.1	95.0	d__Archaea;p__Asgardarchaeota;c__Jordiarchaeia;o__Jordiarchaeales;f__Freyrarchaeaceae;g__Freyrarchaeum;s__Freyrarchaeum sp029258835	98.72	0.674	GCA_029258835.1	95.0	d__Archaea;p__Asgardarchaeota;c__Jordiarchaeia;o__Jordiarchaeales;f__Freyrarchaeaceae;g__Freyrarchaeum;s__Freyrarchaeum sp029258835	98.72	0.674	d__Archaea;p__Asgardarchaeota;c__Jordiarchaeia;o__Jordiarchaeales;f__Freyrarchaeaceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	68.63	11	N/A	N/A
D4998_C1112_H3_Bin_205	d__Archaea;p__Asgardarchaeota;c__Baldrarchaeia;o__Baldrarchaeales;f__DXJG01;g__DXJG01;s__	N/A	N/A	N/A	N/A	N/A	GCA_021158895.1	95.0	d__Archaea;p__Asgardarchaeota;c__Baldrarchaeia;o__Baldrarchaeales;f__DXJG01;g__DXJG01;s__DXJG01 sp021158895	94.66	0.725	d__Archaea;p__Asgardarchaeota;c__Baldrarchaeia;o__Baldrarchaeales;f__DXJG01;g__DXJG01;s__	taxonomic classification defined by topology and ANI	N/A	GCA_016840485.1, s__DXJG01 sp016840485, 95.0, 91.84, 0.634	85.7	11	0.98775	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
D4998_C1112_H3_Bin_254	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Njordarchaeaceae;g__JAHKLG01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Njordarchaeaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	69.82	11	0.93551	N/A
D4998_C1112_H3_Bin_265	d__Archaea;p__Asgardarchaeota;c__Asgardarchaeia;o__Asgardarchaeales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__;o__;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	75.27	11	0.58381	N/A
D4998_C1112_H3_Bin_32_clean	d__Archaea;p__Asgardarchaeota;c__Jordiarchaeia;o__Jordiarchaeales;f__Freyrarchaeaceae;g__Freyrarchaeum;s__Freyrarchaeum sp029258835	GCA_029258835.1	95.0	d__Archaea;p__Asgardarchaeota;c__Jordiarchaeia;o__Jordiarchaeales;f__Freyrarchaeaceae;g__Freyrarchaeum;s__Freyrarchaeum sp029258835	98.6	0.905	GCA_029258835.1	95.0	d__Archaea;p__Asgardarchaeota;c__Jordiarchaeia;o__Jordiarchaeales;f__Freyrarchaeaceae;g__Freyrarchaeum;s__Freyrarchaeum sp029258835	98.6	0.905	d__Archaea;p__Asgardarchaeota;c__Jordiarchaeia;o__Jordiarchaeales;f__Freyrarchaeaceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	92.55	11	N/A	N/A
D4998_C1112_H3_Bin_55_clean	d__Archaea;p__Asgardarchaeota;c__Jordiarchaeia;o__Jordiarchaeales;f__Jordiarchaeaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Jordiarchaeia;o__Jordiarchaeales;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	81.42	11	0.79977	N/A
D4998_C1112_H3_Bin_60	d__Archaea;p__Asgardarchaeota;c__Baldrarchaeia;o__Baldrarchaeales;f__Baldrarchaeaceae;g__Baldrarchaeum;s__Baldrarchaeum yapensis	GCA_016840465.1	95.0	d__Archaea;p__Asgardarchaeota;c__Baldrarchaeia;o__Baldrarchaeales;f__Baldrarchaeaceae;g__Baldrarchaeum;s__Baldrarchaeum yapensis	99.79	0.964	GCA_016840465.1	95.0	d__Archaea;p__Asgardarchaeota;c__Baldrarchaeia;o__Baldrarchaeales;f__Baldrarchaeaceae;g__Baldrarchaeum;s__Baldrarchaeum yapensis	99.79	0.964	d__Archaea;p__Asgardarchaeota;c__Baldrarchaeia;o__Baldrarchaeales;f__;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	89.12	11	N/A	N/A
D4998_C1112_H3_Bin_96	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Njordarchaeaceae;g__JAHKLG01;s__JAHKLG01 sp029856625	GCA_029856625.1	95.0	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Njordarchaeaceae;g__JAHKLG01;s__JAHKLG01 sp029856625	98.91	0.86	GCA_029856625.1	95.0	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Njordarchaeaceae;g__JAHKLG01;s__JAHKLG01 sp029856625	98.91	0.86	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Njordarchaeaceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	74.22	11	N/A	N/A
D4998_C2223_H1_Bin_197_clean	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__MK-D1;g__Harpocratesius;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__MK-D1;g__Harpocratesius;s__	taxonomic classification fully defined by topology	N/A	N/A	64.52	11	0.98	N/A
D4998_C2223_H1_Bin_209	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__MK-D1;g__Lokiarchaeum;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__MK-D1;g__;s__	taxonomic novelty determined using RED	N/A	N/A	49.54	11	0.90205	N/A
D4998_C2223_H2_Bin_129_clean	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__MK-D1;g__Harpocratesius;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__MK-D1;g__Harpocratesius;s__	taxonomic classification fully defined by topology	N/A	N/A	72.51	11	0.97989	N/A
